GISJOIN,YEAR,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PUMA5A,BTTRA,BTBGA,NAME_E,JQ5E001,JQ5E002,JQ5E003,JQ5E004,JQ5E005,JQ5E006,JQ5E007,JQ5E008,JQ5E009,JQ5E010,JQ5E011,JQ5E012,JQ5E013,JQ5E014,JQ5E015,JQ5E016,JQ5E017,JQ5E018,JQ5E019,JQ5E020,JQ5E021,JQ5E022,JQ5E023,JQ5E024,JQ5E025,JQ5E026,JQ5E027,JQ5E028,JQ5E029,JQ5E030,JQ5E031,JQ5E032,JQ5E033,JQ5E034,JQ5E035,JQ5E036,JQ5E037,JQ5E038,JQ5E039,JQ5E040,JQ5E041,JQ5E042,JQ5E043,JQ5E044,JQ5E045,JQ5E046,JQ5E047,JQ5E048,JQ5E049,JQ5E050,JQ5E051,JQ5E052,JQ5E053,JQ5E054,JQ5E055,JQ5E056,JQ5E057,JQ5E058,JQ5E059,JQ5E060,JQ5E061,JQ5E062,JQ5E063,JQ5E064,JQ5E065,JQ5E066,JQ5E067,JQ5E068,JQ5E069,JQ5E070,JQ5E071,JQ5E072,JQ5E073,NAME_M,JQ5M001,JQ5M002,JQ5M003,JQ5M004,JQ5M005,JQ5M006,JQ5M007,JQ5M008,JQ5M009,JQ5M010,JQ5M011,JQ5M012,JQ5M013,JQ5M014,JQ5M015,JQ5M016,JQ5M017,JQ5M018,JQ5M019,JQ5M020,JQ5M021,JQ5M022,JQ5M023,JQ5M024,JQ5M025,JQ5M026,JQ5M027,JQ5M028,JQ5M029,JQ5M030,JQ5M031,JQ5M032,JQ5M033,JQ5M034,JQ5M035,JQ5M036,JQ5M037,JQ5M038,JQ5M039,JQ5M040,JQ5M041,JQ5M042,JQ5M043,JQ5M044,JQ5M045,JQ5M046,JQ5M047,JQ5M048,JQ5M049,JQ5M050,JQ5M051,JQ5M052,JQ5M053,JQ5M054,JQ5M055,JQ5M056,JQ5M057,JQ5M058,JQ5M059,JQ5M060,JQ5M061,JQ5M062,JQ5M063,JQ5M064,JQ5M065,JQ5M066,JQ5M067,JQ5M068,JQ5M069,JQ5M070,JQ5M071,JQ5M072,JQ5M073
"G20016900009003","2006-2010",,,"Kansas","20","Saline County","169",,,"000900","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9, Saline County, Kansas",481,176,28,11,11,0,0,0,0,0,0,0,0,0,0,17,17,0,0,0,0,0,0,0,0,0,20,20,0,12,0,0,12,116,64,52,0,305,110,0,0,0,49,12,0,37,38,0,0,38,0,23,23,0,25,0,0,0,0,0,0,25,151,74,77,0,0,0,0,19,11,0,8,"Block Group 3, Census Tract 9, Saline County, Kansas",192,71,33,18,18,109,109,109,109,109,109,109,109,109,109,28,28,109,109,109,109,109,109,109,109,109,31,31,109,19,109,109,19,72,71,65,109,161,95,109,109,109,62,22,109,60,57,109,109,57,109,27,27,109,29,109,109,109,109,109,109,29,106,71,82,109,109,109,109,24,19,109,13
"G20016900009004","2006-2010",,,"Kansas","20","Saline County","169",,,"000900","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9, Saline County, Kansas",596,215,69,29,29,0,15,0,15,0,25,0,0,0,25,0,0,0,45,0,0,0,0,30,15,0,68,16,52,19,0,0,19,14,0,14,0,381,119,16,0,16,14,14,0,0,44,14,0,30,0,45,32,13,71,0,24,0,24,0,33,14,160,40,120,0,0,0,0,31,16,0,15,"Block Group 4, Census Tract 9, Saline County, Kansas",197,125,52,48,48,109,25,109,25,109,38,109,109,109,38,109,109,109,56,109,109,109,109,49,25,109,65,25,48,30,109,109,30,22,109,22,109,186,76,27,109,27,24,24,109,109,42,24,109,47,109,52,49,21,63,109,38,109,38,109,37,24,89,48,80,109,109,109,109,34,26,109,24
"G20016900009005","2006-2010",,,"Kansas","20","Saline County","169",,,"000900","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9, Saline County, Kansas",498,246,34,17,17,0,17,17,0,0,0,0,0,0,0,0,0,0,22,0,14,14,0,0,8,0,28,0,28,83,0,50,33,79,21,0,58,252,91,28,28,0,0,0,0,0,52,16,0,36,0,11,0,11,113,0,20,0,20,82,11,0,28,28,0,0,0,0,0,20,0,0,20,"Block Group 5, Census Tract 9, Saline County, Kansas",165,105,40,27,27,109,28,28,109,109,109,109,109,109,109,109,109,109,26,109,23,23,109,109,12,109,29,109,29,92,109,72,55,62,33,109,54,111,51,23,23,109,109,109,109,109,41,19,109,36,109,18,109,18,101,109,30,109,30,91,27,109,28,28,109,109,109,109,109,33,109,109,33
"G20016900009006","2006-2010",,,"Kansas","20","Saline County","169",,,"000900","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9, Saline County, Kansas",849,451,76,28,28,0,12,0,12,0,10,0,0,10,0,26,10,16,70,0,18,0,18,0,29,23,56,42,14,152,0,84,68,97,74,10,13,398,145,49,15,34,14,14,0,0,46,19,0,27,0,36,36,0,52,15,0,0,0,24,0,13,152,60,92,0,0,0,0,49,13,0,36,"Block Group 6, Census Tract 9, Saline County, Kansas",207,144,47,31,31,109,19,109,19,109,17,109,109,17,109,31,17,26,59,109,29,109,29,109,34,35,47,43,22,113,109,103,48,62,55,16,21,84,71,46,23,41,22,22,109,109,47,30,109,33,109,34,34,109,31,23,109,109,109,28,109,21,69,52,61,109,109,109,109,49,19,109,45
"G20016900010001","2006-2010",,,"Kansas","20","Saline County","169",,,"001000","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 10, Saline County, Kansas",514,303,134,75,36,39,13,0,0,13,34,0,0,34,0,12,0,12,13,0,0,0,0,0,13,0,106,55,51,31,0,8,23,19,19,0,0,211,122,43,23,20,0,0,0,0,57,0,0,57,0,22,22,0,11,0,0,0,0,0,0,11,57,19,38,11,11,0,0,10,10,0,0,"Block Group 1, Census Tract 10, Saline County, Kansas",107,65,53,40,30,35,20,109,109,20,29,109,109,29,109,17,109,17,20,109,109,109,109,109,20,109,46,37,28,26,109,17,20,24,24,109,109,57,47,35,26,24,109,109,109,109,43,109,109,43,109,24,24,109,17,109,109,109,109,109,109,17,39,22,34,18,18,109,109,15,15,109,109
"G20016900010002","2006-2010",,,"Kansas","20","Saline County","169",,,"001000","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 10, Saline County, Kansas",927,492,239,119,103,16,11,0,11,0,84,10,0,52,22,25,25,0,12,0,12,0,12,0,0,0,72,54,18,58,0,13,45,111,25,61,25,435,222,56,30,26,17,0,17,0,89,12,15,62,0,60,50,10,100,61,0,0,0,0,29,10,113,38,75,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 10, Saline County, Kansas",195,123,75,47,49,17,17,109,17,109,52,18,109,44,26,24,24,109,19,109,19,109,19,109,109,109,37,37,28,49,109,21,44,87,26,69,40,112,77,40,29,29,24,109,24,109,50,18,22,41,109,54,53,17,80,80,109,109,109,109,33,16,52,35,39,109,109,109,109,109,109,109,109
"G20016900010003","2006-2010",,,"Kansas","20","Saline County","169",,,"001000","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 10, Saline County, Kansas",1300,711,450,214,173,41,50,39,11,0,143,73,48,22,0,43,43,0,31,0,0,0,0,10,21,0,91,69,22,103,0,47,56,36,25,11,0,589,400,105,85,20,0,0,0,0,212,33,33,136,10,83,59,24,48,0,0,0,0,37,0,11,141,67,74,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 10, Saline County, Kansas",190,106,97,59,57,33,40,36,17,109,72,64,27,23,109,33,33,109,37,109,109,109,109,18,23,109,52,45,25,46,109,33,36,33,28,17,109,108,91,55,56,24,109,109,109,109,71,25,29,61,16,47,34,29,57,109,109,109,109,56,109,17,66,44,45,109,109,109,109,109,109,109,109
"G20016900011001","2006-2010",,,"Kansas","20","Saline County","169",,,"001100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 11, Saline County, Kansas",448,250,116,89,80,9,10,0,0,10,8,0,0,8,0,9,9,0,42,0,0,0,0,9,33,0,21,21,0,13,0,13,0,58,20,38,0,198,70,0,0,0,10,10,0,0,52,0,0,52,0,8,8,0,6,0,0,0,0,0,0,6,122,55,67,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 11, Saline County, Kansas",193,90,70,70,68,13,15,109,109,15,11,109,109,11,109,14,14,109,33,109,109,109,109,12,37,109,19,19,109,20,109,20,109,47,31,37,109,121,46,109,109,109,15,15,109,109,43,109,109,43,109,11,11,109,8,109,109,109,109,109,109,8,127,66,64,109,109,109,109,109,109,109,109
"G20016900011002","2006-2010",,,"Kansas","20","Saline County","169",,,"001100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 11, Saline County, Kansas",589,347,89,20,20,0,32,0,32,0,26,10,0,8,8,11,11,0,67,0,15,15,0,26,12,14,87,73,14,45,20,13,12,59,12,47,0,242,97,18,7,11,3,3,0,0,46,0,10,36,0,30,30,0,37,15,0,0,0,0,20,2,98,39,59,0,0,0,0,10,10,0,0,"Block Group 2, Census Tract 11, Saline County, Kansas",138,83,35,20,20,109,23,109,23,109,21,14,109,12,11,14,14,109,36,109,17,17,109,28,14,20,59,57,14,28,22,14,12,32,15,28,109,78,34,15,11,12,4,4,109,109,32,109,15,26,109,24,24,109,30,22,109,109,109,109,21,3,66,50,45,109,109,109,109,12,12,109,109
"G20016900011003","2006-2010",,,"Kansas","20","Saline County","169",,,"001100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 11, Saline County, Kansas",545,313,102,55,55,0,17,9,8,0,18,2,0,13,3,12,0,12,20,3,6,6,0,2,9,0,29,16,13,104,36,24,44,58,27,9,22,232,68,33,30,3,6,3,3,0,27,0,0,23,4,2,2,0,52,17,0,0,0,24,4,7,88,30,58,2,2,0,0,22,21,1,0,"Block Group 3, Census Tract 11, Saline County, Kansas",89,58,40,30,30,109,15,13,9,109,13,3,109,13,5,16,109,16,14,5,10,10,109,4,7,109,20,17,10,45,37,19,24,33,20,8,18,47,27,19,19,4,7,5,5,109,18,109,109,17,6,3,3,109,25,17,109,109,109,17,6,10,31,19,23,5,5,109,109,16,16,3,109
"G20016900011004","2006-2010",,,"Kansas","20","Saline County","169",,,"001100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 11, Saline County, Kansas",503,282,75,49,37,12,9,0,9,0,14,2,9,3,0,3,0,3,23,0,3,3,0,4,5,11,46,26,20,69,0,31,38,69,39,16,14,221,77,7,4,3,14,4,10,0,27,9,0,12,6,29,17,12,29,3,3,0,3,7,8,8,109,32,77,0,0,0,0,6,6,0,0,"Block Group 4, Census Tract 11, Saline County, Kansas",100,59,27,20,18,9,8,109,8,109,16,4,14,5,109,4,109,4,20,109,5,5,109,7,7,18,25,16,18,29,109,17,22,26,22,12,11,54,28,7,6,5,12,7,9,109,18,12,109,12,7,15,13,9,15,5,4,109,4,8,9,8,42,22,33,109,109,109,109,6,6,109,109
"G20016900012001","2006-2010",,,"Kansas","20","Saline County","169",,,"001200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 12, Saline County, Kansas",548,253,86,65,55,10,11,0,11,0,10,0,0,10,0,0,0,0,14,0,0,0,0,0,14,0,42,34,8,63,0,28,35,48,30,9,9,295,181,41,20,21,0,0,0,0,104,59,8,37,0,36,20,16,19,10,0,0,0,9,0,0,75,18,57,12,0,12,0,8,0,8,0,"Block Group 1, Census Tract 12, Saline County, Kansas",104,63,42,35,32,17,16,109,16,109,14,109,109,14,109,109,109,109,20,109,109,109,109,109,20,109,29,27,11,38,109,35,24,27,22,12,15,61,62,37,21,31,109,109,109,109,52,44,12,24,109,28,21,17,20,16,109,109,109,12,109,109,38,25,35,18,109,18,109,10,109,10,109
"G20016900012002","2006-2010",,,"Kansas","20","Saline County","169",,,"001200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 12, Saline County, Kansas",523,325,120,92,89,3,8,0,7,1,20,2,0,18,0,0,0,0,80,0,43,0,43,3,2,32,25,21,4,33,18,13,2,67,43,4,20,198,73,5,3,2,3,3,0,0,59,16,1,32,10,6,2,4,15,1,0,0,0,0,7,7,97,30,67,2,0,2,0,11,8,0,3,"Block Group 2, Census Tract 12, Saline County, Kansas",153,106,46,44,44,4,6,109,6,4,19,3,109,19,109,109,109,109,98,109,51,109,51,6,3,49,18,17,5,31,26,13,3,41,29,5,25,58,30,6,4,3,6,6,109,109,29,17,2,22,16,6,3,4,8,2,109,109,109,109,7,5,57,26,55,3,109,3,109,8,7,109,4
"G20016900012003","2006-2010",,,"Kansas","20","Saline County","169",,,"001200","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 12, Saline County, Kansas",653,362,132,68,65,3,16,0,14,2,10,1,0,9,0,38,0,38,50,0,26,14,12,15,7,2,31,19,12,59,10,42,7,90,45,26,19,291,115,49,29,20,3,1,2,0,39,0,0,39,0,24,11,13,61,29,0,0,0,21,10,1,87,9,78,0,0,0,0,28,11,10,7,"Block Group 3, Census Tract 12, Saline County, Kansas",107,66,60,44,44,4,15,109,15,3,9,3,109,8,109,48,109,48,33,109,24,16,17,18,9,5,22,16,15,37,15,32,10,39,29,21,20,56,32,21,18,15,5,2,3,109,24,109,109,24,109,20,11,17,40,32,109,109,109,19,13,2,33,7,32,109,109,109,109,21,13,14,9
"G20016900012004","2006-2010",,,"Kansas","20","Saline County","169",,,"001200","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 12, Saline County, Kansas",395,247,82,74,69,5,0,0,0,0,6,0,0,4,2,2,2,0,13,0,8,8,0,0,5,0,24,10,14,53,5,33,15,75,29,39,7,148,22,4,2,2,3,3,0,0,12,0,0,12,0,3,0,3,34,16,6,6,0,7,5,0,66,12,54,0,0,0,0,26,21,5,0,"Block Group 4, Census Tract 12, Saline County, Kansas",87,56,44,45,45,6,109,109,109,109,7,109,109,6,4,3,3,109,13,109,12,12,109,109,6,109,20,11,14,35,7,31,17,35,20,29,9,46,18,5,4,4,5,5,109,109,18,109,109,18,109,4,109,4,19,13,10,10,109,10,5,109,31,16,29,109,109,109,109,19,18,5,109
"G20017109571001","2006-2010",,,"Kansas","20","Scott County","171",,,"957100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 9571, Scott County, Kansas",552,372,128,128,128,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,11,11,0,0,10,0,30,30,0,127,72,40,15,66,34,32,0,180,90,28,12,16,0,0,0,0,44,0,0,44,0,18,18,0,11,0,0,0,0,0,11,0,79,36,43,0,0,0,0,0,0,0,0,"Block Group 1, Census Tract 9571, Scott County, Kansas",153,107,70,70,70,109,109,109,109,109,109,109,109,109,109,109,109,109,24,109,18,18,109,109,16,109,33,33,109,58,48,53,18,63,51,31,109,78,66,34,19,26,109,109,109,109,49,109,109,49,109,27,27,109,18,109,109,109,109,109,18,109,60,46,35,109,109,109,109,109,109,109,109
"G20017109571002","2006-2010",,,"Kansas","20","Scott County","171",,,"957100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 9571, Scott County, Kansas",233,172,29,29,29,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,42,0,42,4,0,0,0,0,0,32,12,20,0,65,0,17,48,61,18,0,0,0,0,0,0,0,18,0,0,0,18,0,0,0,11,0,0,0,0,11,0,0,32,0,32,0,0,0,0,0,0,0,0,"Block Group 2, Census Tract 9571, Scott County, Kansas",117,92,34,34,34,109,109,109,109,109,109,109,109,109,109,109,109,109,62,109,64,109,64,8,109,109,109,109,109,38,20,29,109,65,109,27,60,51,27,109,109,109,109,109,109,109,27,109,109,109,27,109,109,109,19,109,109,109,109,19,109,109,36,109,36,109,109,109,109,109,109,109,109
"G20017109571003","2006-2010",,,"Kansas","20","Scott County","171",,,"957100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 9571, Scott County, Kansas",485,295,81,81,61,20,0,0,0,0,0,0,0,0,0,0,0,0,46,0,18,0,18,0,28,0,29,19,10,119,61,25,33,20,10,10,0,190,54,8,0,8,0,0,0,0,10,0,0,10,0,36,21,15,43,0,0,0,0,1,28,14,93,0,93,0,0,0,0,0,0,0,0,"Block Group 3, Census Tract 9571, Scott County, Kansas",133,88,62,62,57,29,109,109,109,109,109,109,109,109,109,109,109,109,46,109,31,109,31,109,38,109,37,32,17,60,38,29,31,17,16,15,109,85,47,15,109,15,109,109,109,109,18,109,109,18,109,40,33,24,49,109,109,109,109,3,38,27,69,109,69,109,109,109,109,109,109,109,109
"G20017109571004","2006-2010",,,"Kansas","20","Scott County","171",,,"957100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 9571, Scott County, Kansas",578,325,189,140,127,13,11,11,0,0,38,0,0,0,38,0,0,0,12,0,0,0,0,0,12,0,77,49,28,47,31,0,16,0,0,0,0,253,115,21,0,21,13,13,0,0,28,8,0,20,0,53,53,0,9,0,0,0,0,0,0,9,129,16,113,0,0,0,0,0,0,0,0,"Block Group 4, Census Tract 9571, Scott County, Kansas",158,93,82,69,67,23,18,18,109,109,30,109,109,109,30,109,109,109,20,109,109,109,109,109,20,109,51,40,33,45,38,109,26,109,109,109,109,84,67,19,109,19,19,19,109,109,36,14,109,34,109,46,46,109,16,109,109,109,109,109,109,16,77,22,74,109,109,109,109,109,109,109,109
"G20017109571005","2006-2010",,,"Kansas","20","Scott County","171",,,"957100","5",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 5, Census Tract 9571, Scott County, Kansas",406,203,66,12,0,12,14,0,0,14,40,0,15,0,25,0,0,0,13,0,0,0,0,0,13,0,1,1,0,89,22,67,0,34,34,0,0,203,87,10,0,10,0,0,0,0,38,10,0,28,0,39,39,0,37,2,0,0,0,12,23,0,79,14,65,0,0,0,0,0,0,0,0,"Block Group 5, Census Tract 9571, Scott County, Kansas",144,83,58,18,109,18,24,109,109,24,57,109,25,109,48,109,109,109,21,109,109,109,109,109,21,109,6,6,109,61,17,59,109,38,38,109,109,105,56,18,109,18,109,109,109,109,34,17,109,29,109,40,40,109,47,4,109,109,109,19,36,109,64,23,61,109,109,109,109,109,109,109,109
"G20017109571006","2006-2010",,,"Kansas","20","Scott County","171",,,"957100","6",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 6, Census Tract 9571, Scott County, Kansas",271,150,64,50,34,16,0,0,0,0,14,14,0,0,0,0,0,0,20,0,0,0,0,20,0,0,0,0,0,59,19,14,26,7,0,0,7,121,19,0,0,0,0,0,0,0,9,9,0,0,0,10,10,0,0,0,0,0,0,0,0,0,102,51,51,0,0,0,0,0,0,0,0,"Block Group 6, Census Tract 9571, Scott County, Kansas",128,78,57,48,42,24,109,109,109,109,25,25,109,109,109,109,109,109,31,109,109,109,109,31,109,109,109,109,109,36,23,21,34,11,109,109,11,68,24,109,109,109,109,109,109,109,18,18,109,109,109,17,17,109,109,109,109,109,109,109,109,109,65,42,51,109,109,109,109,109,109,109,109
"G20017300001001","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000100","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 1, Sedgwick County, Kansas",219,122,9,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,74,0,61,13,29,20,9,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,16,40,8,26,21,5,7,0,0,7,0,0,0,0,"Block Group 1, Census Tract 1, Sedgwick County, Kansas",113,79,18,109,109,109,18,109,18,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,17,17,109,52,109,48,16,35,31,15,109,64,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,58,109,109,109,109,25,52,13,27,25,10,13,109,109,13,109,109,109,109
"G20017300001002","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000100","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 1, Sedgwick County, Kansas",218,100,32,32,0,32,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,15,0,0,0,0,25,0,17,8,28,0,0,28,118,31,21,0,21,0,0,0,0,10,0,0,10,0,0,0,0,56,0,0,0,0,25,18,13,23,0,23,0,0,0,0,8,8,0,0,"Block Group 2, Census Tract 1, Sedgwick County, Kansas",116,72,52,52,109,52,109,109,109,109,109,109,109,109,109,109,109,109,17,109,109,109,109,109,17,109,109,109,109,23,109,19,13,44,109,109,44,59,38,34,109,34,109,109,109,109,16,109,109,16,109,109,109,109,43,109,109,109,109,40,26,24,36,109,36,109,109,109,109,12,12,109,109
"G20017300001003","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000100","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 1, Sedgwick County, Kansas",280,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,20,0,20,39,0,39,0,32,32,0,0,163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,18,0,0,0,0,0,27,22,22,0,0,0,0,0,96,96,0,0,"Block Group 3, Census Tract 1, Sedgwick County, Kansas",136,72,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,25,109,109,109,109,109,25,109,26,109,26,51,109,51,109,42,42,109,109,85,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,51,23,109,109,109,109,109,43,36,36,109,109,109,109,109,77,77,109,109
"G20017300001004","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000100","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 1, Sedgwick County, Kansas",414,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,27,0,21,21,0,121,0,111,10,47,0,30,17,198,8,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,80,0,0,0,0,68,12,0,81,18,63,9,0,9,0,20,20,0,0,"Block Group 4, Census Tract 1, Sedgwick County, Kansas",123,79,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,33,109,109,109,109,109,33,109,32,32,109,54,109,52,15,40,109,31,27,79,12,109,109,109,109,109,109,109,109,109,109,109,109,12,12,109,56,109,109,109,109,54,20,109,52,24,45,16,109,16,109,22,22,109,109
"G20017300002001","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000200","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 2, Sedgwick County, Kansas",878,458,99,54,54,0,36,0,36,0,9,0,0,9,0,0,0,0,43,0,0,0,0,21,0,22,32,22,10,55,0,36,19,229,123,71,35,420,147,56,56,0,0,0,0,0,73,0,0,50,23,18,0,18,76,49,9,9,0,9,9,0,158,8,150,0,0,0,0,39,39,0,0,"Block Group 1, Census Tract 2, Sedgwick County, Kansas",169,120,71,47,47,109,51,109,51,109,14,109,109,14,109,109,109,109,48,109,109,109,109,33,109,34,39,35,16,45,109,36,26,99,73,58,34,116,81,55,55,109,109,109,109,109,52,109,109,44,26,24,109,24,55,52,15,15,109,14,13,109,87,13,85,109,109,109,109,37,37,109,109
"G20017300002002","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000200","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 2, Sedgwick County, Kansas",667,335,80,42,27,15,29,5,10,14,0,0,0,0,0,9,9,0,18,0,0,0,0,9,0,9,80,44,36,63,11,36,16,94,31,4,59,332,132,22,10,12,14,0,0,14,53,0,0,53,0,43,31,12,67,10,0,0,0,26,0,31,91,15,76,0,0,0,0,42,42,0,0,"Block Group 2, Census Tract 2, Sedgwick County, Kansas",172,107,46,34,28,19,29,10,16,22,109,109,109,109,109,15,15,109,20,109,109,109,109,14,109,14,47,38,30,56,17,44,18,61,30,9,52,98,60,24,15,19,23,109,109,23,38,109,109,38,109,30,25,18,48,16,109,109,109,33,109,29,56,18,52,109,109,109,109,43,43,109,109
"G20017300003001","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000300","1",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 1, Census Tract 3, Sedgwick County, Kansas",546,381,16,0,0,0,0,0,0,0,16,0,0,16,0,0,0,0,131,0,0,0,0,87,44,0,34,34,0,161,0,161,0,39,22,0,17,165,29,0,0,0,0,0,0,0,20,0,0,20,0,9,0,9,76,37,0,0,0,18,0,21,45,11,34,0,0,0,0,15,15,0,0,"Block Group 1, Census Tract 3, Sedgwick County, Kansas",219,198,24,109,109,109,109,109,109,109,24,109,109,24,109,109,109,109,173,109,109,109,109,123,52,109,40,40,109,113,109,113,109,29,24,109,25,86,29,109,109,109,109,109,109,109,25,109,109,25,109,15,109,15,63,54,109,109,109,29,109,34,29,17,34,109,109,109,109,23,23,109,109
"G20017300003002","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000300","2",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 2, Census Tract 3, Sedgwick County, Kansas",309,166,10,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,13,0,13,115,0,106,9,19,19,0,0,143,41,27,27,0,0,0,0,0,14,0,0,7,7,0,0,0,23,0,0,0,0,10,0,13,29,0,29,12,0,12,0,38,38,0,0,"Block Group 2, Census Tract 3, Sedgwick County, Kansas",170,101,16,16,16,109,109,109,109,109,109,109,109,109,109,109,109,109,13,109,109,109,109,109,13,109,20,109,20,90,109,89,14,22,22,109,109,87,49,44,44,109,109,109,109,109,16,109,109,12,11,109,109,109,27,109,109,109,109,15,109,22,32,109,32,18,109,18,109,49,49,109,109
"G20017300003003","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000300","3",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 3, Census Tract 3, Sedgwick County, Kansas",396,234,60,30,24,6,15,0,15,0,15,15,0,0,0,0,0,0,40,0,0,0,0,0,12,28,22,0,22,56,0,56,0,56,56,0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,7,32,13,89,56,33,0,0,0,0,21,21,0,0,"Block Group 3, Census Tract 3, Sedgwick County, Kansas",137,86,46,32,30,11,24,109,24,109,23,23,109,109,109,109,109,109,35,109,109,109,109,109,18,32,26,109,26,53,109,53,109,59,59,109,109,62,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,109,39,109,109,109,109,12,29,22,51,50,25,109,109,109,109,18,18,109,109
"G20017300003004","2006-2010",,,"Kansas","20","Sedgwick County","173",,,"000300","4",,,,,,,,,,,,,,,,,,,,,,,,"Block Group 4, Census Tract 3, Sedgwick County, Kansas",488,244,23,23,9,14,0,0,0,0,0,0,0,0,0,0,0,0,15,0,15,0,15,0,0,0,48,37,11,123,0,123,0,35,25,0,10,244,66,9,0,9,28,0,28,0,23,0,0,23,0,6,0,6,78,11,0,0,0,8,59,0,20,0,20,0,0,0,0,80,64,16,0,"Block Group 4, Census Tract 3, Sedgwick County, Kansas",192,106,26,26,15,21,109,109,109,109,109,109,109,109,109,109,109,109,22,109,22,109,22,109,109,109,34,31,17,112,109,112,109,43,41,109,15,114,50,14,109,14,36,109,36,109,25,109,109,25,109,10,109,10,66,17,109,109,109,14,63,109,23,109,23,109,109,109,109,64,59,23,109
